Wavelength,Intensity
718.96,0.00
719.94,0.00
720.92,0.00
721.90,2.94
722.87,0.00
723.85,4.65
724.83,6.47
725.81,6.22
726.78,0.11
727.76,6.73
728.74,6.98
729.72,16.40
730.69,0.00
731.67,0.00
732.65,0.00
733.63,0.00
734.60,0.00
735.58,0.00
736.56,6.24
737.54,0.00
738.51,0.92
739.49,6.71
740.47,5.96
741.45,0.00
742.42,1.06
743.40,20.63
744.38,5.56
745.36,6.18
746.33,3.63
747.31,0.00
748.29,0.00
749.27,10.82
750.24,5.39
751.22,0.00
752.20,0.25
753.18,2.08
754.15,0.00
755.13,1.27
756.11,0.00
757.09,4.59
758.06,14.69
759.04,1.34
760.02,0.00
761.00,13.67
761.97,0.00
762.95,9.81
763.93,0.00
764.91,2.08
765.88,0.00
766.86,5.19
767.84,0.00
768.82,0.00
769.79,3.85
770.77,10.09
771.75,7.44
772.73,0.00
773.70,0.00
774.68,0.00
775.66,6.69
776.64,5.16
777.61,1.31
778.59,9.11
779.57,0.00
780.55,0.00
781.52,1.23
782.50,0.00
783.48,0.00
784.46,3.90
785.43,0.00
786.41,9.16
787.39,0.00
788.37,0.00
789.35,0.00
790.32,0.00
791.30,0.00
792.28,4.48
793.26,0.00
794.23,0.00
795.21,5.43
796.19,0.00
797.17,7.74
798.14,6.97
799.12,1.55
800.10,6.97
801.08,3.81
802.05,0.00
803.03,0.00
804.01,0.00
804.99,0.00
805.96,0.00
806.94,0.00
807.92,7.18
808.90,0.04
809.87,22.86
810.85,10.93
811.83,0.00
812.81,9.90
813.78,0.00
814.76,0.00
815.74,0.00
816.72,7.97
817.69,0.00
818.67,3.42
819.65,12.61
820.63,9.08
821.60,5.10
822.58,0.00
823.56,6.06
824.54,0.00
825.51,7.33
826.49,0.00
827.47,0.00
828.45,0.00
829.42,0.00
830.40,9.43
831.38,6.72
832.36,10.39
833.33,0.00
834.31,0.00
835.29,4.08
836.27,0.00
837.24,0.00
838.22,0.00
839.20,0.00
840.18,0.00
841.15,0.00
842.13,0.13
843.11,0.76
844.09,11.63
845.06,10.83
846.04,0.00
847.02,8.65
848.00,0.00
848.97,0.00
849.95,11.04
850.93,6.39
851.91,0.00
852.88,0.00
853.86,8.28
854.84,3.25
855.82,0.00
856.79,0.00
857.77,0.00
858.75,0.00
859.73,13.78
860.70,0.00
861.68,5.51
862.66,0.00
863.64,0.00
864.61,0.00
865.59,0.00
866.57,0.00
867.55,0.00
868.52,0.00
869.50,0.00
870.48,22.41
871.46,0.00
872.43,0.00
873.41,13.02
874.39,2.38
875.37,10.08
876.34,2.69
877.32,1.90
878.30,0.61
879.28,0.67
880.25,0.00
881.23,0.82
882.21,7.58
883.19,10.11
884.16,10.16
885.14,8.26
886.12,1.77
887.10,0.00
888.07,0.00
889.05,0.23
890.03,0.00
891.01,9.67
891.98,0.00
892.96,4.58
893.94,0.00
894.92,0.00
895.89,0.00
896.87,0.00
897.85,1.42
898.83,1.31
899.80,8.72
900.78,15.51
901.76,10.00
902.74,0.00
903.71,1.78
904.69,11.68
905.67,0.55
906.65,12.25
907.62,0.00
908.60,0.00
909.58,0.00
910.56,0.00
911.53,3.01
912.51,11.34
913.49,2.04
914.47,3.52
915.44,0.00
916.42,12.21
917.40,4.83
918.38,0.00
919.35,0.00
920.33,0.00
921.31,0.00
922.29,3.86
923.26,3.71
924.24,0.00
925.22,2.21
926.20,0.00
927.17,6.31
928.15,19.36
929.13,0.00
930.11,9.42
931.09,0.62
932.06,0.00
933.04,0.00
934.02,0.00
935.00,11.38
935.97,0.38
936.95,0.30
937.93,0.00
938.91,7.15
939.88,0.00
940.86,0.00
941.84,6.24
942.82,9.70
943.79,0.00
944.77,5.31
945.75,0.00
946.73,0.70
947.70,8.13
948.68,0.00
949.66,16.56
950.64,0.00
951.61,0.00
952.59,0.00
953.57,0.00
954.55,2.69
955.52,0.91
956.50,0.00
957.48,7.89
958.46,0.00
959.43,4.91
960.41,0.00
961.39,0.00
962.37,10.89
963.34,0.00
964.32,0.00
965.30,0.70
966.28,0.00
967.25,0.00
968.23,0.00
969.21,0.00
970.19,8.12
971.16,16.00
972.14,4.45
973.12,11.47
974.10,17.87
975.07,0.00
976.05,6.55
977.03,7.48
978.01,0.00
978.98,8.98
979.96,0.00
980.94,0.00
981.92,0.00
982.89,2.08
983.87,0.00
984.85,1.81
985.83,4.46
986.80,0.00
987.78,0.00
988.76,0.54
989.74,8.31
990.71,5.39
991.69,0.00
992.67,31.20
993.65,73.51
994.62,128.84
995.60,188.71
996.58,271.98
997.56,353.80
998.53,455.64
999.51,483.53
1000.49,483.08
1001.47,437.37
1002.44,371.87
1003.42,283.48
1004.40,206.31
1005.38,116.05
1006.35,73.39
1007.33,45.13
1008.31,20.69
1009.29,10.28
1010.26,4.65
1011.24,0.00
1012.22,0.00
1013.20,6.46
1014.17,0.00
1015.15,0.75
1016.13,6.65
1017.11,0.00
1018.08,11.94
1019.06,0.00
1020.04,0.00
1021.02,0.00
1021.99,0.00
1022.97,0.78
1023.95,17.14
1024.93,2.25
1025.90,0.00
1026.88,0.00
1027.86,2.96
1028.84,3.00
1029.81,0.00
1030.79,0.00
1031.77,1.35
1032.75,0.00
1033.72,14.73
1034.70,2.30
1035.68,0.36
1036.66,14.83
1037.63,0.00
1038.61,5.35
1039.59,4.33
1040.57,2.33
1041.54,0.00
1042.52,0.00
1043.50,0.00
1044.48,0.00
1045.45,4.34
1046.43,0.00
1047.41,7.51
1048.39,9.36
1049.36,0.00
1050.34,10.21
1051.32,3.70
1052.30,2.62
1053.27,0.00
1054.25,0.00
1055.23,0.00
1056.21,0.00
1057.18,0.00
1058.16,0.00
1059.14,0.00
1060.12,1.00
1061.09,12.17
1062.07,0.00
1063.05,0.00
1064.03,0.00
1065.00,0.00
1065.98,0.00
1066.96,0.00
1067.94,0.00
1068.91,0.00
1069.89,0.00
1070.87,0.00
1071.85,1.82
1072.83,0.00
1073.80,0.64
1074.78,10.77
1075.76,2.68
1076.74,0.00
1077.71,2.58
1078.69,1.65
1079.67,3.63
1080.65,0.58
1081.62,0.00
1082.60,0.00
1083.58,20.23
1084.56,7.10
1085.53,0.00
1086.51,7.57
1087.49,0.00
1088.47,10.57
1089.44,1.01
1090.42,5.09
1091.40,0.00
1092.38,0.00
1093.35,0.60
1094.33,6.92
1095.31,5.72
1096.29,0.00
1097.26,0.00
1098.24,0.17
1099.22,10.91
1100.20,0.00
1101.17,0.00
1102.15,0.00
1103.13,3.51
1104.11,0.00
1105.08,2.22
1106.06,16.65
1107.04,0.00
1108.02,0.00
1108.99,19.20
1109.97,1.99
1110.95,0.00
1111.93,6.30
1112.90,8.09
1113.88,0.00
1114.86,0.96
1115.84,0.00
1116.81,5.60
1117.79,0.00
1118.77,0.00
1119.75,0.00
1120.72,0.00
1121.70,13.01
1122.68,11.11
1123.66,8.62
1124.63,0.00
1125.61,13.49
1126.59,4.11
1127.57,5.29
1128.54,0.00
1129.52,11.44
1130.50,7.95
1131.48,0.00
1132.45,0.00
1133.43,0.00
1134.41,0.00
1135.39,5.75
1136.36,0.00
1137.34,0.00
1138.32,0.00
1139.30,10.96
1140.27,4.02
1141.25,0.00
1142.23,0.00
1143.21,4.58
1144.18,0.00
1145.16,4.53
1146.14,4.02
1147.12,9.63
1148.09,0.00
1149.07,0.00
1150.05,4.11
1151.03,5.28
1152.00,0.00
1152.98,10.62
1153.96,0.00
1154.94,6.72
1155.91,6.52
1156.89,1.98
1157.87,3.16
1158.85,6.03
1159.82,10.48
1160.80,5.69
1161.78,13.62
1162.76,0.00
1163.73,9.01
1164.71,7.00
1165.69,0.00
1166.67,11.62
1167.64,5.93
1168.62,0.00
1169.60,10.07
1170.58,8.39
1171.55,9.96
1172.53,4.94
1173.51,0.00
1174.49,0.00
1175.46,0.53
1176.44,12.22
1177.42,1.12
1178.40,1.72
1179.37,3.60
1180.35,0.00
1181.33,0.00
1182.31,0.00
1183.28,8.87
1184.26,13.80
1185.24,0.00
1186.22,7.85
1187.19,0.00
1188.17,0.00
1189.15,4.46
1190.13,9.52
1191.10,0.00
1192.08,0.00
1193.06,0.00
1194.04,0.00
1195.01,0.00
1195.99,0.00
1196.97,12.33
1197.95,0.00
1198.92,6.26
1199.90,0.00
1200.88,0.00
1201.86,7.06
1202.83,0.00
1203.81,0.00
1204.79,2.90
1205.77,0.00
1206.74,0.00
1207.72,0.00
1208.70,0.00
1209.68,0.00
1210.65,5.98
1211.63,15.66
1212.61,1.03
1213.59,6.63
1214.57,12.09
1215.54,0.00
1216.52,3.33
1217.50,0.00
1218.48,5.00
1219.45,10.02
1220.43,0.00
1221.41,0.00
1222.39,3.98
1223.36,7.87
1224.34,11.54
1225.32,9.52
1226.30,0.00
1227.27,2.40
1228.25,3.22
1229.23,0.00
1230.21,0.00
1231.18,8.06
1232.16,5.75
1233.14,5.73
1234.12,0.00
1235.09,4.99
1236.07,0.00
1237.05,0.00
1238.03,4.17
1239.00,5.65
1239.98,0.00
1240.96,0.00
1241.94,4.70
1242.91,0.00
1243.89,0.00
1244.87,0.66
1245.85,0.00
1246.82,0.24
1247.80,8.35
1248.78,0.00
1249.76,1.99
1250.73,4.12
1251.71,0.00
1252.69,0.00
1253.67,0.00
1254.64,0.00
1255.62,9.21
1256.60,12.73
1257.58,0.00
1258.55,0.00
1259.53,5.75
1260.51,3.82
1261.49,12.25
1262.46,0.00
1263.44,0.00
1264.42,9.67
1265.40,0.21
1266.37,0.45
1267.35,9.52
1268.33,0.00
1269.31,14.86
1270.28,6.15
1271.26,4.36
1272.24,3.28
1273.22,0.00
1274.19,0.00
1275.17,1.18
1276.15,0.00
1277.13,0.00
1278.10,2.48
1279.08,0.00
1280.06,0.64
1281.04,0.00
1282.01,0.00
1282.99,3.16
1283.97,2.40
1284.95,0.00
1285.92,0.67
1286.90,0.00
1287.88,3.26
1288.86,3.14
1289.83,0.00
1290.81,4.83
1291.79,0.00
1292.77,0.00
1293.74,3.19
1294.72,0.00
1295.70,10.55
1296.68,0.00
1297.65,0.00
1298.63,0.00
1299.61,0.00
1300.59,0.00
1301.56,0.00
1302.54,0.00
1303.52,0.00
1304.50,3.93
1305.47,0.00
1306.45,0.00
1307.43,3.24
1308.41,0.00
1309.38,16.34
1310.36,0.00
1311.34,0.00
1312.32,0.00
1313.29,0.00
1314.27,0.00
1315.25,3.81
1316.23,0.00
1317.20,4.75
1318.18,10.91
1319.16,0.00
1320.14,0.00
1321.11,12.55
1322.09,0.38
1323.07,1.00
1324.05,13.92
1325.02,0.00
1326.00,0.07
1326.98,0.00
1327.96,0.21
1328.93,0.00
1329.91,2.27
1330.89,4.28
1331.87,0.00
1332.84,0.75
1333.82,3.39
1334.80,4.23
1335.78,5.10
1336.75,5.45
1337.73,2.30
1338.71,0.00
1339.69,6.31
1340.66,3.24
1341.64,2.79
1342.62,4.19
1343.60,0.00
1344.57,0.00
1345.55,0.00
1346.53,0.00
1347.51,0.00
1348.48,3.21
1349.46,7.42
1350.44,2.15
1351.42,0.00
1352.39,0.00
1353.37,0.00
1354.35,5.52
1355.33,0.38
1356.30,6.29
1357.28,0.00
1358.26,0.00
1359.24,18.23
1360.22,3.04
1361.19,0.00
1362.17,2.96
1363.15,0.00
1364.13,9.96
1365.10,5.92
1366.08,0.00
1367.06,0.00
1368.04,0.00
1369.01,0.00
1369.99,12.94
1370.97,0.00
1371.95,12.16
1372.92,0.00
1373.90,0.00
1374.88,0.00
1375.86,0.00
1376.83,11.14
1377.81,2.59
1378.79,11.09
1379.77,0.00
1380.74,0.00
1381.72,0.00
1382.70,0.00
1383.68,3.77
1384.65,8.08
1385.63,2.77
1386.61,0.00
1387.59,0.00
1388.56,6.56
1389.54,0.66
1390.52,0.00
1391.50,11.04
1392.47,0.00
1393.45,4.21
1394.43,1.63
1395.41,5.47
1396.38,0.00
1397.36,0.00
1398.34,0.00
1399.32,4.62
1400.29,0.74
1401.27,1.78
1402.25,0.00
1403.23,0.00
1404.20,0.00
1405.18,2.48
1406.16,2.25
1407.14,9.57
1408.11,19.39
1409.09,0.00
1410.07,6.05
1411.05,0.00
1412.02,0.00
1413.00,0.21
1413.98,0.00
1414.96,5.35
1415.93,0.00
1416.91,9.62
1417.89,1.73
1418.87,0.00
1419.84,0.00
1420.82,0.00
1421.80,7.54
1422.78,2.03
1423.75,2.70
1424.73,2.33
1425.71,0.00
1426.69,0.00
1427.66,1.03
1428.64,25.47
1429.62,10.38
1430.60,0.98
1431.57,5.34
1432.55,0.00
1433.53,0.00
1434.51,0.00
1435.48,0.00
1436.46,3.85
1437.44,6.38
1438.42,0.00
1439.39,0.00
1440.37,0.00
1441.35,21.00
1442.33,2.15
1443.30,0.00
1444.28,0.00
1445.26,10.96
1446.24,0.00
1447.21,3.40
1448.19,3.90
1449.17,0.00
1450.15,1.54
1451.12,4.84
1452.10,1.80
1453.08,5.75
1454.06,0.00
1455.03,0.00
1456.01,2.45
1456.99,0.00
1457.97,4.02
1458.94,4.41
1459.92,2.71
1460.90,0.00
1461.88,0.00
1462.85,0.00
1463.83,0.00
1464.81,0.00
1465.79,5.60
1466.76,0.00
1467.74,7.59
1468.72,0.00
1469.70,0.00
1470.67,0.00
1471.65,2.80
1472.63,4.91
1473.61,0.00
1474.58,0.52
1475.56,0.00
1476.54,0.74
1477.52,0.52
1478.49,3.72
1479.47,0.19
1480.45,0.00
1481.43,0.00
1482.40,1.27
1483.38,0.00
1484.36,12.26
1485.34,17.04
1486.31,0.00
1487.29,0.03
1488.27,4.66
1489.25,0.00
1490.22,11.83
1491.20,6.72
1492.18,0.00
1493.16,4.69
1494.13,6.23
1495.11,10.23
1496.09,0.54
1497.07,0.00
1498.04,4.70
1499.02,13.16
1500.00,0.00
