Wavelength,Intensity
718.96,0.00
719.94,0.00
720.92,0.00
721.90,2.99
722.87,0.00
723.85,2.75
724.83,4.73
725.81,5.15
726.78,0.00
727.76,7.04
728.74,5.77
729.72,14.30
730.69,0.00
731.67,0.00
732.65,0.00
733.63,0.00
734.60,0.00
735.58,0.00
736.56,10.74
737.54,0.00
738.51,0.74
739.49,10.06
740.47,8.30
741.45,0.00
742.42,1.79
743.40,23.83
744.38,3.02
745.36,6.41
746.33,3.57
747.31,0.00
748.29,0.00
749.27,7.62
750.24,6.29
751.22,0.00
752.20,3.15
753.18,0.71
754.15,0.00
755.13,2.28
756.11,0.00
757.09,3.78
758.06,13.33
759.04,0.00
760.02,0.00
761.00,12.17
761.97,0.00
762.95,5.51
763.93,0.00
764.91,3.87
765.88,0.00
766.86,4.37
767.84,0.00
768.82,0.44
769.79,3.50
770.77,11.86
771.75,2.52
772.73,0.00
773.70,0.00
774.68,0.00
775.66,9.45
776.64,7.29
777.61,0.00
778.59,13.02
779.57,0.00
780.55,0.00
781.52,1.58
782.50,0.00
783.48,0.00
784.46,1.31
785.43,0.00
786.41,10.99
787.39,0.00
788.37,0.73
789.35,0.00
790.32,0.91
791.30,0.00
792.28,5.23
793.26,0.00
794.23,0.00
795.21,2.18
796.19,0.00
797.17,11.91
798.14,2.10
799.12,0.04
800.10,9.32
801.08,1.68
802.05,0.00
803.03,0.00
804.01,2.57
804.99,0.00
805.96,0.00
806.94,0.00
807.92,7.37
808.90,0.42
809.87,21.82
810.85,14.58
811.83,0.00
812.81,10.83
813.78,0.80
814.76,0.00
815.74,0.03
816.72,8.64
817.69,0.00
818.67,3.76
819.65,13.00
820.63,8.27
821.60,5.90
822.58,0.00
823.56,3.68
824.54,0.00
825.51,6.02
826.49,0.00
827.47,0.00
828.45,0.00
829.42,0.00
830.40,9.14
831.38,5.24
832.36,10.61
833.33,0.00
834.31,0.00
835.29,1.26
836.27,0.00
837.24,0.00
838.22,0.00
839.20,0.00
840.18,0.31
841.15,0.00
842.13,0.14
843.11,0.00
844.09,12.58
845.06,12.42
846.04,0.00
847.02,7.41
848.00,0.00
848.97,0.00
849.95,9.53
850.93,7.71
851.91,0.00
852.88,0.00
853.86,5.93
854.84,4.13
855.82,0.00
856.79,0.00
857.77,0.00
858.75,0.00
859.73,11.77
860.70,0.00
861.68,6.29
862.66,0.00
863.64,0.00
864.61,0.00
865.59,0.00
866.57,0.00
867.55,0.00
868.52,0.00
869.50,0.00
870.48,22.10
871.46,0.00
872.43,0.00
873.41,16.19
874.39,4.01
875.37,7.85
876.34,2.74
877.32,4.13
878.30,0.00
879.28,0.00
880.25,0.00
881.23,0.35
882.21,5.52
883.19,10.76
884.16,9.05
885.14,9.39
886.12,0.00
887.10,0.00
888.07,0.00
889.05,0.00
890.03,0.00
891.01,5.74
891.98,0.45
892.96,4.15
893.94,0.00
894.92,0.00
895.89,0.00
896.87,0.00
897.85,1.00
898.83,0.00
899.80,9.10
900.78,14.22
901.76,10.97
902.74,0.00
903.71,1.13
904.69,12.55
905.67,1.53
906.65,10.65
907.62,2.46
908.60,0.00
909.58,0.00
910.56,0.00
911.53,6.80
912.51,12.90
913.49,5.66
914.47,2.77
915.44,0.00
916.42,8.37
917.40,3.56
918.38,0.00
919.35,0.00
920.33,0.00
921.31,0.00
922.29,6.18
923.26,0.40
924.24,0.00
925.22,0.00
926.20,0.00
927.17,5.86
928.15,20.07
929.13,0.00
930.11,9.75
931.09,0.00
932.06,0.00
933.04,0.00
934.02,0.00
935.00,9.08
935.97,0.00
936.95,0.00
937.93,0.00
938.91,10.41
939.88,0.00
940.86,0.00
941.84,6.66
942.82,13.02
943.79,0.00
944.77,4.36
945.75,1.19
946.73,0.00
947.70,4.12
948.68,0.00
949.66,15.42
950.64,0.00
951.61,1.09
952.59,0.00
953.57,0.00
954.55,6.09
955.52,3.49
956.50,0.00
957.48,6.38
958.46,0.00
959.43,5.78
960.41,0.00
961.39,0.00
962.37,7.32
963.34,0.00
964.32,0.00
965.30,4.43
966.28,0.00
967.25,0.00
968.23,0.00
969.21,0.00
970.19,5.11
971.16,16.52
972.14,0.74
973.12,9.20
974.10,13.87
975.07,0.00
976.05,7.84
977.03,7.18
978.01,0.00
978.98,9.63
979.96,0.00
980.94,0.00
981.92,0.00
982.89,2.17
983.87,0.00
984.85,0.00
985.83,0.70
986.80,0.00
987.78,0.00
988.76,0.00
989.74,9.95
990.71,10.05
991.69,0.72
992.67,29.74
993.65,74.11
994.62,129.95
995.60,188.62
996.58,272.28
997.56,355.94
998.53,452.28
999.51,481.22
1000.49,482.78
1001.47,441.16
1002.44,374.97
1003.42,287.83
1004.40,204.38
1005.38,114.07
1006.35,75.42
1007.33,43.21
1008.31,22.05
1009.29,9.67
1010.26,5.01
1011.24,0.00
1012.22,0.00
1013.20,4.38
1014.17,0.00
1015.15,1.58
1016.13,7.95
1017.11,0.00
1018.08,11.94
1019.06,0.00
1020.04,0.00
1021.02,0.00
1021.99,0.00
1022.97,0.00
1023.95,16.75
1024.93,5.07
1025.90,0.00
1026.88,0.00
1027.86,6.72
1028.84,1.97
1029.81,0.00
1030.79,0.00
1031.77,1.70
1032.75,0.00
1033.72,14.07
1034.70,7.09
1035.68,0.60
1036.66,13.13
1037.63,0.00
1038.61,5.26
1039.59,5.66
1040.57,4.15
1041.54,0.00
1042.52,0.00
1043.50,0.00
1044.48,0.55
1045.45,3.48
1046.43,0.00
1047.41,7.15
1048.39,9.43
1049.36,0.00
1050.34,11.04
1051.32,4.09
1052.30,1.37
1053.27,2.67
1054.25,0.00
1055.23,0.00
1056.21,0.00
1057.18,0.00
1058.16,0.00
1059.14,0.00
1060.12,0.00
1061.09,12.75
1062.07,0.00
1063.05,0.00
1064.03,0.00
1065.00,0.00
1065.98,0.00
1066.96,0.00
1067.94,0.00
1068.91,0.00
1069.89,0.00
1070.87,0.00
1071.85,1.54
1072.83,0.00
1073.80,2.46
1074.78,12.14
1075.76,2.69
1076.74,0.00
1077.71,0.82
1078.69,1.93
1079.67,6.88
1080.65,0.00
1081.62,1.08
1082.60,0.00
1083.58,17.00
1084.56,3.38
1085.53,0.00
1086.51,5.78
1087.49,0.00
1088.47,8.58
1089.44,0.00
1090.42,1.23
1091.40,0.00
1092.38,0.00
1093.35,0.00
1094.33,7.39
1095.31,4.71
1096.29,0.00
1097.26,0.00
1098.24,2.20
1099.22,8.40
1100.20,3.03
1101.17,0.00
1102.15,0.00
1103.13,5.03
1104.11,0.00
1105.08,5.91
1106.06,12.82
1107.04,0.00
1108.02,1.42
1108.99,18.69
1109.97,1.97
1110.95,0.00
1111.93,5.36
1112.90,10.73
1113.88,0.00
1114.86,0.00
1115.84,0.00
1116.81,6.86
1117.79,0.00
1118.77,0.00
1119.75,0.00
1120.72,0.00
1121.70,10.54
1122.68,13.03
1123.66,7.59
1124.63,0.00
1125.61,10.66
1126.59,5.58
1127.57,2.06
1128.54,0.00
1129.52,11.98
1130.50,6.64
1131.48,2.40
1132.45,0.00
1133.43,0.00
1134.41,0.00
1135.39,4.95
1136.36,0.00
1137.34,0.00
1138.32,0.00
1139.30,10.02
1140.27,4.97
1141.25,0.00
1142.23,0.00
1143.21,7.51
1144.18,0.00
1145.16,2.49
1146.14,0.55
1147.12,10.61
1148.09,0.00
1149.07,0.00
1150.05,2.58
1151.03,2.84
1152.00,0.00
1152.98,13.42
1153.96,0.00
1154.94,7.23
1155.91,4.52
1156.89,0.00
1157.87,2.86
1158.85,6.05
1159.82,9.68
1160.80,5.94
1161.78,12.92
1162.76,0.00
1163.73,9.77
1164.71,9.89
1165.69,0.00
1166.67,13.87
1167.64,7.69
1168.62,0.00
1169.60,11.35
1170.58,4.79
1171.55,10.80
1172.53,6.67
1173.51,0.00
1174.49,0.00
1175.46,2.32
1176.44,13.92
1177.42,0.24
1178.40,1.67
1179.37,4.54
1180.35,0.00
1181.33,0.00
1182.31,0.00
1183.28,8.23
1184.26,13.48
1185.24,0.00
1186.22,12.43
1187.19,0.00
1188.17,0.07
1189.15,1.79
1190.13,12.47
1191.10,0.00
1192.08,0.00
1193.06,0.00
1194.04,0.00
1195.01,0.00
1195.99,0.00
1196.97,8.42
1197.95,0.00
1198.92,6.87
1199.90,0.00
1200.88,0.00
1201.86,6.11
1202.83,0.00
1203.81,0.00
1204.79,2.63
1205.77,0.00
1206.74,0.00
1207.72,0.00
1208.70,0.00
1209.68,0.00
1210.65,8.85
1211.63,18.02
1212.61,3.76
1213.59,8.62
1214.57,9.83
1215.54,0.00
1216.52,0.84
1217.50,0.00
1218.48,6.11
1219.45,11.16
1220.43,0.00
1221.41,0.00
1222.39,4.69
1223.36,6.19
1224.34,10.05
1225.32,9.09
1226.30,0.00
1227.27,0.00
1228.25,5.23
1229.23,0.00
1230.21,1.98
1231.18,10.17
1232.16,4.17
1233.14,6.06
1234.12,0.00
1235.09,6.87
1236.07,0.00
1237.05,0.00
1238.03,6.02
1239.00,8.28
1239.98,0.00
1240.96,0.00
1241.94,4.63
1242.91,0.83
1243.89,0.00
1244.87,0.36
1245.85,0.00
1246.82,1.64
1247.80,8.54
1248.78,0.00
1249.76,0.05
1250.73,5.10
1251.71,0.00
1252.69,0.00
1253.67,0.98
1254.64,0.00
1255.62,10.34
1256.60,12.61
1257.58,0.00
1258.55,0.00
1259.53,2.12
1260.51,5.77
1261.49,13.00
1262.46,0.00
1263.44,0.00
1264.42,8.84
1265.40,1.72
1266.37,2.08
1267.35,11.15
1268.33,0.00
1269.31,15.30
1270.28,6.31
1271.26,7.47
1272.24,2.50
1273.22,0.00
1274.19,0.00
1275.17,0.00
1276.15,0.00
1277.13,0.00
1278.10,2.02
1279.08,0.00
1280.06,0.00
1281.04,0.00
1282.01,0.00
1282.99,3.43
1283.97,1.50
1284.95,0.00
1285.92,0.00
1286.90,0.00
1287.88,2.96
1288.86,1.01
1289.83,0.00
1290.81,7.02
1291.79,0.00
1292.77,0.00
1293.74,3.64
1294.72,2.02
1295.70,11.43
1296.68,0.00
1297.65,0.00
1298.63,0.00
1299.61,0.00
1300.59,0.00
1301.56,0.00
1302.54,0.00
1303.52,0.00
1304.50,7.23
1305.47,0.00
1306.45,0.00
1307.43,2.36
1308.41,0.00
1309.38,18.49
1310.36,0.00
1311.34,1.31
1312.32,0.00
1313.29,0.00
1314.27,0.00
1315.25,3.49
1316.23,0.00
1317.20,8.36
1318.18,9.95
1319.16,0.00
1320.14,0.00
1321.11,11.43
1322.09,0.00
1323.07,0.15
1324.05,13.05
1325.02,0.00
1326.00,0.00
1326.98,0.00
1327.96,0.00
1328.93,0.00
1329.91,2.61
1330.89,1.03
1331.87,1.77
1332.84,0.70
1333.82,2.28
1334.80,1.99
1335.78,3.05
1336.75,2.56
1337.73,1.81
1338.71,0.00
1339.69,6.18
1340.66,5.92
1341.64,2.44
1342.62,6.79
1343.60,0.00
1344.57,0.00
1345.55,0.00
1346.53,0.00
1347.51,2.26
1348.48,4.70
1349.46,8.53
1350.44,3.31
1351.42,0.00
1352.39,0.00
1353.37,0.00
1354.35,9.46
1355.33,0.50
1356.30,8.29
1357.28,0.08
1358.26,0.00
1359.24,17.21
1360.22,0.69
1361.19,0.00
1362.17,1.95
1363.15,0.00
1364.13,8.20
1365.10,6.46
1366.08,0.42
1367.06,0.00
1368.04,0.00
1369.01,0.00
1369.99,13.92
1370.97,0.00
1371.95,13.86
1372.92,0.00
1373.90,0.00
1374.88,0.00
1375.86,0.00
1376.83,11.96
1377.81,0.19
1378.79,9.18
1379.77,0.00
1380.74,0.00
1381.72,2.00
1382.70,0.00
1383.68,4.28
1384.65,8.13
1385.63,1.97
1386.61,0.00
1387.59,0.00
1388.56,4.63
1389.54,0.00
1390.52,0.00
1391.50,10.62
1392.47,0.85
1393.45,4.33
1394.43,2.92
1395.41,4.11
1396.38,0.00
1397.36,0.00
1398.34,0.00
1399.32,7.98
1400.29,0.00
1401.27,1.90
1402.25,0.00
1403.23,0.00
1404.20,0.00
1405.18,2.01
1406.16,0.00
1407.14,9.28
1408.11,18.56
1409.09,0.00
1410.07,5.55
1411.05,0.00
1412.02,0.00
1413.00,0.26
1413.98,0.00
1414.96,4.40
1415.93,0.00
1416.91,9.84
1417.89,1.59
1418.87,0.00
1419.84,0.00
1420.82,0.00
1421.80,5.36
1422.78,1.26
1423.75,2.35
1424.73,3.27
1425.71,0.00
1426.69,0.96
1427.66,1.42
1428.64,27.60
1429.62,9.55
1430.60,0.00
1431.57,7.91
1432.55,0.00
1433.53,0.00
1434.51,1.40
1435.48,0.00
1436.46,3.58
1437.44,4.54
1438.42,0.00
1439.39,0.00
1440.37,0.00
1441.35,19.14
1442.33,2.48
1443.30,0.00
1444.28,0.00
1445.26,12.42
1446.24,0.00
1447.21,3.06
1448.19,1.70
1449.17,0.00
1450.15,3.72
1451.12,5.04
1452.10,2.91
1453.08,4.79
1454.06,0.00
1455.03,0.00
1456.01,0.00
1456.99,0.00
1457.97,3.92
1458.94,5.19
1459.92,4.41
1460.90,0.00
1461.88,0.00
1462.85,0.00
1463.83,0.00
1464.81,0.00
1465.79,3.81
1466.76,0.00
1467.74,9.65
1468.72,0.00
1469.70,0.00
1470.67,0.00
1471.65,1.63
1472.63,5.89
1473.61,0.00
1474.58,1.88
1475.56,0.00
1476.54,1.43
1477.52,0.00
1478.49,4.80
1479.47,0.00
1480.45,0.00
1481.43,0.00
1482.40,1.86
1483.38,0.00
1484.36,15.65
1485.34,15.28
1486.31,0.00
1487.29,0.00
1488.27,0.41
1489.25,0.00
1490.22,10.97
1491.20,3.99
1492.18,0.00
1493.16,5.55
1494.13,9.27
1495.11,11.14
1496.09,0.00
1497.07,0.00
1498.04,5.86
1499.02,11.16
1500.00,0.00
