Wavelength,Intensity
718.96,0.00
719.94,0.00
720.92,0.00
721.90,1.31
722.87,0.00
723.85,2.19
724.83,6.69
725.81,5.74
726.78,0.00
727.76,6.03
728.74,8.83
729.72,15.68
730.69,0.00
731.67,0.00
732.65,0.00
733.63,0.00
734.60,0.00
735.58,0.00
736.56,9.64
737.54,0.00
738.51,0.00
739.49,7.71
740.47,6.21
741.45,0.00
742.42,4.42
743.40,19.48
744.38,6.04
745.36,5.12
746.33,4.03
747.31,0.00
748.29,0.00
749.27,8.52
750.24,5.15
751.22,0.00
752.20,2.82
753.18,3.99
754.15,0.00
755.13,1.58
756.11,0.00
757.09,2.83
758.06,16.51
759.04,0.00
760.02,0.00
761.00,13.56
761.97,0.00
762.95,5.22
763.93,0.00
764.91,4.83
765.88,0.00
766.86,4.60
767.84,0.00
768.82,0.00
769.79,5.32
770.77,14.24
771.75,5.71
772.73,0.00
773.70,0.00
774.68,0.00
775.66,6.90
776.64,4.09
777.61,0.00
778.59,8.61
779.57,0.00
780.55,0.00
781.52,0.00
782.50,0.00
783.48,0.00
784.46,1.10
785.43,0.00
786.41,12.18
787.39,0.00
788.37,0.00
789.35,0.00
790.32,0.00
791.30,0.00
792.28,4.60
793.26,0.00
794.23,0.00
795.21,3.85
796.19,0.00
797.17,7.68
798.14,6.10
799.12,0.00
800.10,5.92
801.08,1.49
802.05,0.00
803.03,0.00
804.01,0.00
804.99,0.00
805.96,0.00
806.94,0.00
807.92,6.43
808.90,0.88
809.87,21.42
810.85,14.87
811.83,0.00
812.81,11.66
813.78,0.00
814.76,0.00
815.74,1.41
816.72,7.03
817.69,0.00
818.67,3.72
819.65,13.50
820.63,8.07
821.60,2.36
822.58,0.00
823.56,5.40
824.54,0.00
825.51,9.69
826.49,0.00
827.47,0.00
828.45,0.00
829.42,0.00
830.40,6.20
831.38,5.48
832.36,7.91
833.33,0.00
834.31,0.00
835.29,2.75
836.27,0.00
837.24,0.00
838.22,0.00
839.20,0.00
840.18,0.00
841.15,0.00
842.13,2.50
843.11,1.30
844.09,9.79
845.06,14.15
846.04,1.06
847.02,8.53
848.00,0.00
848.97,0.00
849.95,9.27
850.93,7.71
851.91,0.00
852.88,0.00
853.86,5.63
854.84,3.14
855.82,0.00
856.79,0.00
857.77,0.00
858.75,0.00
859.73,13.38
860.70,0.00
861.68,7.17
862.66,0.00
863.64,0.00
864.61,0.00
865.59,0.00
866.57,0.00
867.55,0.00
868.52,0.00
869.50,0.00
870.48,22.17
871.46,0.88
872.43,0.00
873.41,15.18
874.39,3.14
875.37,8.46
876.34,6.22
877.32,3.55
878.30,0.00
879.28,0.00
880.25,0.00
881.23,0.00
882.21,6.37
883.19,12.15
884.16,8.16
885.14,8.23
886.12,0.00
887.10,0.00
888.07,0.00
889.05,1.33
890.03,0.00
891.01,9.43
891.98,0.00
892.96,2.98
893.94,0.00
894.92,0.00
895.89,0.00
896.87,0.00
897.85,1.26
898.83,0.88
899.80,8.94
900.78,15.70
901.76,12.94
902.74,0.00
903.71,2.50
904.69,11.27
905.67,0.00
906.65,13.34
907.62,0.89
908.60,0.00
909.58,0.00
910.56,0.00
911.53,5.39
912.51,12.40
913.49,6.38
914.47,2.94
915.44,0.00
916.42,11.79
917.40,3.27
918.38,0.00
919.35,0.00
920.33,0.00
921.31,0.00
922.29,1.97
923.26,3.22
924.24,1.29
925.22,0.00
926.20,0.00
927.17,3.05
928.15,18.19
929.13,0.00
930.11,12.50
931.09,3.22
932.06,0.00
933.04,0.00
934.02,0.00
935.00,9.98
935.97,0.00
936.95,0.27
937.93,0.00
938.91,7.56
939.88,0.00
940.86,0.00
941.84,2.67
942.82,10.90
943.79,0.00
944.77,7.34
945.75,0.00
946.73,0.00
947.70,6.75
948.68,0.00
949.66,17.21
950.64,0.00
951.61,1.21
952.59,0.00
953.57,0.00
954.55,4.86
955.52,1.08
956.50,0.00
957.48,6.79
958.46,0.45
959.43,5.10
960.41,0.00
961.39,0.00
962.37,9.80
963.34,0.76
964.32,0.00
965.30,2.34
966.28,0.00
967.25,0.00
968.23,0.00
969.21,0.00
970.19,6.75
971.16,16.19
972.14,4.98
973.12,11.30
974.10,17.04
975.07,0.00
976.05,4.74
977.03,8.42
978.01,0.00
978.98,7.54
979.96,0.00
980.94,0.00
981.92,0.00
982.89,2.17
983.87,0.00
984.85,0.00
985.83,2.96
986.80,0.00
987.78,0.00
988.76,0.00
989.74,7.53
990.71,7.62
991.69,0.00
992.67,28.45
993.65,69.90
994.62,128.38
995.60,189.37
996.58,268.68
997.56,357.19
998.53,452.60
999.51,481.58
1000.49,485.79
1001.47,438.82
1002.44,370.99
1003.42,284.70
1004.40,207.13
1005.38,114.64
1006.35,72.63
1007.33,42.39
1008.31,19.59
1009.29,8.03
1010.26,2.44
1011.24,0.00
1012.22,0.00
1013.20,3.00
1014.17,0.00
1015.15,1.48
1016.13,4.47
1017.11,1.16
1018.08,14.42
1019.06,0.00
1020.04,0.00
1021.02,0.77
1021.99,0.00
1022.97,0.41
1023.95,19.22
1024.93,4.69
1025.90,0.00
1026.88,0.00
1027.86,2.00
1028.84,0.49
1029.81,0.00
1030.79,0.00
1031.77,0.00
1032.75,0.00
1033.72,16.15
1034.70,4.64
1035.68,0.00
1036.66,11.47
1037.63,0.00
1038.61,5.98
1039.59,3.19
1040.57,3.20
1041.54,0.00
1042.52,0.00
1043.50,0.00
1044.48,0.00
1045.45,3.66
1046.43,0.00
1047.41,3.62
1048.39,8.81
1049.36,0.00
1050.34,9.70
1051.32,4.23
1052.30,2.06
1053.27,0.00
1054.25,0.00
1055.23,0.00
1056.21,0.00
1057.18,0.00
1058.16,0.00
1059.14,0.00
1060.12,0.00
1061.09,11.93
1062.07,0.00
1063.05,1.07
1064.03,0.00
1065.00,0.00
1065.98,0.00
1066.96,0.00
1067.94,0.00
1068.91,0.00
1069.89,0.00
1070.87,0.00
1071.85,0.00
1072.83,0.00
1073.80,4.93
1074.78,9.96
1075.76,1.87
1076.74,0.00
1077.71,3.01
1078.69,0.00
1079.67,4.28
1080.65,0.00
1081.62,1.76
1082.60,0.00
1083.58,20.06
1084.56,4.04
1085.53,0.00
1086.51,6.76
1087.49,0.00
1088.47,7.18
1089.44,0.00
1090.42,2.44
1091.40,0.00
1092.38,0.00
1093.35,0.00
1094.33,3.85
1095.31,5.72
1096.29,0.00
1097.26,0.00
1098.24,0.88
1099.22,11.28
1100.20,0.00
1101.17,0.00
1102.15,0.00
1103.13,3.93
1104.11,0.00
1105.08,5.38
1106.06,12.10
1107.04,0.00
1108.02,0.00
1108.99,15.74
1109.97,2.72
1110.95,0.00
1111.93,3.73
1112.90,9.95
1113.88,0.00
1114.86,1.26
1115.84,0.00
1116.81,5.55
1117.79,0.00
1118.77,0.00
1119.75,0.00
1120.72,0.00
1121.70,12.26
1122.68,11.47
1123.66,9.27
1124.63,0.00
1125.61,10.62
1126.59,3.87
1127.57,3.37
1128.54,0.00
1129.52,13.81
1130.50,7.73
1131.48,1.14
1132.45,0.00
1133.43,0.00
1134.41,0.00
1135.39,7.13
1136.36,0.00
1137.34,0.00
1138.32,0.00
1139.30,11.66
1140.27,5.45
1141.25,0.00
1142.23,0.00
1143.21,6.40
1144.18,0.00
1145.16,2.04
1146.14,2.34
1147.12,10.66
1148.09,0.00
1149.07,0.00
1150.05,4.43
1151.03,3.23
1152.00,0.00
1152.98,10.14
1153.96,0.00
1154.94,4.54
1155.91,2.96
1156.89,3.11
1157.87,1.35
1158.85,5.84
1159.82,13.41
1160.80,4.55
1161.78,12.65
1162.76,0.00
1163.73,11.29
1164.71,9.78
1165.69,0.00
1166.67,10.86
1167.64,7.87
1168.62,0.00
1169.60,10.37
1170.58,7.11
1171.55,11.07
1172.53,4.22
1173.51,0.00
1174.49,0.00
1175.46,4.03
1176.44,14.70
1177.42,2.58
1178.40,0.19
1179.37,6.38
1180.35,0.00
1181.33,0.00
1182.31,0.00
1183.28,8.00
1184.26,14.10
1185.24,0.00
1186.22,11.85
1187.19,0.00
1188.17,0.00
1189.15,3.40
1190.13,13.65
1191.10,0.00
1192.08,0.00
1193.06,0.99
1194.04,0.00
1195.01,0.00
1195.99,0.00
1196.97,11.89
1197.95,0.00
1198.92,3.94
1199.90,0.00
1200.88,0.00
1201.86,5.98
1202.83,0.00
1203.81,0.00
1204.79,0.00
1205.77,0.00
1206.74,0.00
1207.72,0.00
1208.70,0.00
1209.68,0.00
1210.65,6.74
1211.63,18.87
1212.61,2.58
1213.59,9.80
1214.57,11.13
1215.54,0.00
1216.52,2.54
1217.50,0.00
1218.48,2.82
1219.45,10.81
1220.43,0.00
1221.41,0.00
1222.39,6.57
1223.36,9.74
1224.34,11.26
1225.32,9.87
1226.30,0.00
1227.27,3.03
1228.25,6.45
1229.23,0.00
1230.21,3.00
1231.18,9.33
1232.16,5.64
1233.14,7.57
1234.12,0.00
1235.09,6.27
1236.07,0.00
1237.05,0.00
1238.03,6.65
1239.00,9.59
1239.98,0.00
1240.96,1.62
1241.94,0.61
1242.91,0.00
1243.89,0.00
1244.87,3.85
1245.85,0.00
1246.82,1.59
1247.80,3.84
1248.78,0.00
1249.76,0.00
1250.73,3.97
1251.71,0.00
1252.69,0.95
1253.67,0.00
1254.64,0.00
1255.62,8.37
1256.60,11.03
1257.58,0.00
1258.55,0.00
1259.53,2.26
1260.51,5.15
1261.49,11.81
1262.46,0.00
1263.44,0.00
1264.42,8.59
1265.40,0.54
1266.37,1.02
1267.35,11.03
1268.33,0.00
1269.31,14.65
1270.28,4.70
1271.26,4.53
1272.24,0.00
1273.22,0.00
1274.19,0.00
1275.17,0.00
1276.15,0.00
1277.13,0.00
1278.10,0.42
1279.08,0.00
1280.06,1.66
1281.04,0.00
1282.01,0.00
1282.99,3.38
1283.97,3.55
1284.95,0.00
1285.92,1.07
1286.90,0.00
1287.88,1.69
1288.86,1.82
1289.83,0.00
1290.81,8.02
1291.79,0.00
1292.77,0.00
1293.74,3.32
1294.72,1.59
1295.70,12.38
1296.68,0.00
1297.65,0.00
1298.63,0.00
1299.61,0.00
1300.59,0.00
1301.56,1.26
1302.54,0.00
1303.52,0.00
1304.50,3.83
1305.47,0.00
1306.45,0.00
1307.43,2.47
1308.41,0.00
1309.38,14.49
1310.36,0.00
1311.34,0.00
1312.32,0.00
1313.29,1.88
1314.27,0.00
1315.25,5.51
1316.23,0.00
1317.20,5.19
1318.18,7.98
1319.16,0.00
1320.14,0.00
1321.11,11.77
1322.09,0.88
1323.07,0.00
1324.05,14.70
1325.02,0.00
1326.00,0.25
1326.98,0.00
1327.96,0.00
1328.93,0.00
1329.91,3.23
1330.89,0.79
1331.87,0.22
1332.84,3.88
1333.82,0.00
1334.80,5.11
1335.78,5.19
1336.75,5.20
1337.73,1.34
1338.71,0.00
1339.69,5.13
1340.66,3.67
1341.64,6.52
1342.62,5.63
1343.60,0.00
1344.57,0.00
1345.55,0.00
1346.53,0.00
1347.51,0.00
1348.48,1.57
1349.46,7.98
1350.44,2.93
1351.42,0.00
1352.39,0.00
1353.37,0.00
1354.35,7.31
1355.33,0.00
1356.30,7.69
1357.28,0.57
1358.26,0.00
1359.24,17.28
1360.22,3.59
1361.19,0.00
1362.17,4.40
1363.15,0.00
1364.13,11.47
1365.10,5.34
1366.08,0.00
1367.06,0.00
1368.04,0.00
1369.01,0.00
1369.99,10.91
1370.97,0.00
1371.95,11.50
1372.92,0.00
1373.90,0.00
1374.88,0.00
1375.86,0.00
1376.83,9.65
1377.81,2.16
1378.79,10.06
1379.77,0.00
1380.74,0.00
1381.72,0.00
1382.70,0.00
1383.68,1.47
1384.65,7.59
1385.63,3.80
1386.61,0.00
1387.59,0.00
1388.56,4.77
1389.54,0.63
1390.52,0.00
1391.50,10.45
1392.47,0.00
1393.45,5.59
1394.43,2.33
1395.41,4.18
1396.38,0.00
1397.36,0.00
1398.34,0.16
1399.32,8.29
1400.29,2.65
1401.27,0.10
1402.25,0.00
1403.23,0.00
1404.20,0.00
1405.18,3.92
1406.16,0.00
1407.14,7.07
1408.11,20.41
1409.09,0.00
1410.07,5.46
1411.05,0.00
1412.02,0.00
1413.00,0.58
1413.98,0.00
1414.96,2.07
1415.93,0.00
1416.91,8.73
1417.89,4.62
1418.87,0.00
1419.84,0.00
1420.82,0.00
1421.80,7.48
1422.78,0.00
1423.75,4.23
1424.73,2.50
1425.71,0.00
1426.69,0.00
1427.66,0.00
1428.64,27.74
1429.62,9.84
1430.60,0.66
1431.57,5.25
1432.55,0.00
1433.53,0.00
1434.51,0.00
1435.48,0.00
1436.46,4.86
1437.44,7.21
1438.42,0.80
1439.39,0.00
1440.37,0.00
1441.35,21.53
1442.33,0.20
1443.30,0.00
1444.28,0.00
1445.26,12.26
1446.24,0.00
1447.21,3.75
1448.19,2.40
1449.17,0.00
1450.15,0.46
1451.12,2.58
1452.10,4.77
1453.08,3.90
1454.06,0.00
1455.03,0.00
1456.01,0.81
1456.99,0.00
1457.97,4.67
1458.94,7.23
1459.92,2.51
1460.90,0.00
1461.88,0.00
1462.85,0.00
1463.83,0.00
1464.81,0.00
1465.79,6.08
1466.76,0.00
1467.74,7.33
1468.72,1.15
1469.70,0.00
1470.67,0.00
1471.65,0.74
1472.63,9.83
1473.61,0.00
1474.58,5.43
1475.56,0.00
1476.54,0.86
1477.52,0.00
1478.49,3.92
1479.47,0.00
1480.45,0.00
1481.43,0.00
1482.40,1.15
1483.38,0.00
1484.36,15.14
1485.34,13.84
1486.31,1.35
1487.29,4.18
1488.27,2.97
1489.25,0.00
1490.22,9.52
1491.20,3.25
1492.18,0.00
1493.16,7.85
1494.13,7.77
1495.11,10.37
1496.09,0.00
1497.07,0.00
1498.04,2.94
1499.02,13.83
1500.00,0.00
