Wavelength,Intensity
718.96,0.00
719.94,0.00
720.92,0.00
721.90,2.55
722.87,0.00
723.85,2.81
724.83,4.04
725.81,3.36
726.78,0.00
727.76,5.17
728.74,7.06
729.72,15.09
730.69,0.00
731.67,0.00
732.65,0.00
733.63,0.00
734.60,0.00
735.58,0.00
736.56,7.34
737.54,0.00
738.51,0.00
739.49,8.65
740.47,6.33
741.45,0.00
742.42,4.31
743.40,20.74
744.38,3.19
745.36,3.57
746.33,3.43
747.31,0.00
748.29,0.00
749.27,8.49
750.24,2.60
751.22,0.00
752.20,2.25
753.18,4.83
754.15,0.00
755.13,1.96
756.11,0.00
757.09,3.23
758.06,14.34
759.04,0.00
760.02,0.00
761.00,12.49
761.97,0.00
762.95,8.75
763.93,0.00
764.91,4.28
765.88,0.00
766.86,3.57
767.84,0.00
768.82,0.06
769.79,4.50
770.77,12.47
771.75,5.94
772.73,0.00
773.70,0.00
774.68,0.00
775.66,9.01
776.64,3.61
777.61,0.00
778.59,8.50
779.57,0.00
780.55,0.00
781.52,0.24
782.50,0.00
783.48,0.00
784.46,1.13
785.43,0.00
786.41,9.78
787.39,0.00
788.37,0.00
789.35,0.00
790.32,0.00
791.30,0.00
792.28,5.02
793.26,0.00
794.23,0.00
795.21,5.20
796.19,0.00
797.17,11.55
798.14,5.90
799.12,0.81
800.10,5.98
801.08,2.49
802.05,0.00
803.03,0.00
804.01,0.86
804.99,0.00
805.96,0.00
806.94,0.00
807.92,4.92
808.90,0.00
809.87,20.59
810.85,14.07
811.83,0.00
812.81,11.16
813.78,0.00
814.76,0.00
815.74,0.81
816.72,6.63
817.69,0.00
818.67,5.83
819.65,13.01
820.63,6.88
821.60,5.83
822.58,0.00
823.56,5.27
824.54,0.00
825.51,9.96
826.49,0.00
827.47,0.00
828.45,0.00
829.42,0.00
830.40,6.04
831.38,9.33
832.36,7.38
833.33,0.00
834.31,0.00
835.29,1.93
836.27,0.00
837.24,0.00
838.22,0.00
839.20,0.00
840.18,3.34
841.15,0.00
842.13,3.13
843.11,0.42
844.09,9.47
845.06,11.10
846.04,1.94
847.02,8.52
848.00,0.00
848.97,0.00
849.95,12.39
850.93,9.38
851.91,0.00
852.88,0.00
853.86,6.72
854.84,4.75
855.82,0.00
856.79,0.00
857.77,0.00
858.75,0.00
859.73,10.99
860.70,0.00
861.68,4.56
862.66,0.00
863.64,0.00
864.61,0.00
865.59,0.00
866.57,0.00
867.55,0.00
868.52,0.00
869.50,0.49
870.48,20.82
871.46,0.00
872.43,0.00
873.41,13.59
874.39,1.37
875.37,11.78
876.34,5.92
877.32,3.64
878.30,0.81
879.28,0.49
880.25,0.00
881.23,0.00
882.21,7.07
883.19,12.04
884.16,9.00
885.14,11.17
886.12,1.25
887.10,0.00
888.07,0.00
889.05,1.41
890.03,0.00
891.01,4.97
891.98,0.00
892.96,2.51
893.94,0.00
894.92,0.00
895.89,0.00
896.87,0.00
897.85,0.00
898.83,0.44
899.80,9.21
900.78,15.49
901.76,10.40
902.74,0.00
903.71,4.01
904.69,12.60
905.67,0.00
906.65,13.52
907.62,2.89
908.60,0.00
909.58,0.00
910.56,0.00
911.53,4.41
912.51,14.45
913.49,4.47
914.47,3.93
915.44,0.00
916.42,7.59
917.40,0.17
918.38,0.00
919.35,0.00
920.33,0.00
921.31,0.00
922.29,4.71
923.26,4.23
924.24,2.61
925.22,2.49
926.20,0.00
927.17,2.66
928.15,17.71
929.13,0.00
930.11,12.35
931.09,0.00
932.06,0.00
933.04,0.00
934.02,0.00
935.00,7.62
935.97,0.00
936.95,0.00
937.93,0.00
938.91,8.54
939.88,0.00
940.86,0.00
941.84,6.87
942.82,11.82
943.79,0.00
944.77,5.80
945.75,2.53
946.73,0.14
947.70,3.92
948.68,0.00
949.66,13.90
950.64,0.00
951.61,0.00
952.59,0.00
953.57,0.00
954.55,4.00
955.52,2.07
956.50,0.00
957.48,9.39
958.46,0.00
959.43,2.70
960.41,0.00
961.39,0.00
962.37,10.42
963.34,1.24
964.32,0.00
965.30,3.74
966.28,0.00
967.25,0.00
968.23,0.00
969.21,0.00
970.19,7.03
971.16,14.70
972.14,1.50
973.12,8.86
974.10,17.42
975.07,0.00
976.05,7.37
977.03,5.29
978.01,0.00
978.98,6.94
979.96,0.00
980.94,0.00
981.92,0.00
982.89,4.88
983.87,0.00
984.85,4.06
985.83,2.86
986.80,0.00
987.78,0.00
988.76,0.00
989.74,7.60
990.71,5.93
991.69,0.00
992.67,28.79
993.65,74.30
994.62,131.47
995.60,185.42
996.58,270.02
997.56,356.93
998.53,452.08
999.51,480.42
1000.49,484.14
1001.47,441.38
1002.44,374.08
1003.42,285.65
1004.40,206.82
1005.38,116.77
1006.35,75.72
1007.33,44.10
1008.31,22.46
1009.29,11.10
1010.26,1.02
1011.24,0.00
1012.22,0.00
1013.20,5.06
1014.17,0.00
1015.15,0.00
1016.13,6.26
1017.11,0.00
1018.08,13.78
1019.06,0.00
1020.04,0.00
1021.02,3.80
1021.99,0.00
1022.97,0.29
1023.95,17.71
1024.93,2.48
1025.90,0.00
1026.88,0.00
1027.86,4.18
1028.84,0.00
1029.81,0.00
1030.79,0.00
1031.77,0.00
1032.75,0.00
1033.72,12.02
1034.70,5.10
1035.68,0.00
1036.66,12.08
1037.63,0.00
1038.61,7.18
1039.59,2.93
1040.57,0.75
1041.54,0.00
1042.52,0.00
1043.50,0.00
1044.48,0.76
1045.45,1.01
1046.43,0.00
1047.41,3.75
1048.39,7.76
1049.36,0.00
1050.34,11.26
1051.32,1.78
1052.30,3.25
1053.27,0.00
1054.25,0.00
1055.23,0.00
1056.21,0.00
1057.18,0.00
1058.16,0.00
1059.14,0.00
1060.12,0.00
1061.09,12.48
1062.07,0.00
1063.05,2.77
1064.03,0.00
1065.00,0.00
1065.98,0.00
1066.96,0.00
1067.94,0.00
1068.91,0.00
1069.89,0.00
1070.87,0.00
1071.85,2.36
1072.83,0.00
1073.80,3.63
1074.78,12.85
1075.76,6.53
1076.74,0.00
1077.71,5.24
1078.69,0.00
1079.67,4.22
1080.65,0.52
1081.62,0.00
1082.60,0.00
1083.58,19.80
1084.56,3.57
1085.53,0.00
1086.51,7.00
1087.49,0.00
1088.47,11.00
1089.44,0.00
1090.42,3.60
1091.40,0.00
1092.38,0.00
1093.35,0.00
1094.33,8.56
1095.31,2.69
1096.29,0.00
1097.26,0.00
1098.24,1.54
1099.22,10.55
1100.20,2.93
1101.17,0.00
1102.15,0.00
1103.13,4.86
1104.11,0.00
1105.08,2.13
1106.06,14.04
1107.04,0.00
1108.02,0.01
1108.99,16.00
1109.97,1.64
1110.95,0.30
1111.93,5.13
1112.90,8.93
1113.88,0.00
1114.86,1.66
1115.84,0.00
1116.81,4.55
1117.79,0.00
1118.77,0.00
1119.75,0.00
1120.72,0.00
1121.70,13.36
1122.68,10.12
1123.66,10.38
1124.63,0.00
1125.61,11.96
1126.59,7.19
1127.57,1.28
1128.54,0.00
1129.52,11.56
1130.50,7.77
1131.48,2.05
1132.45,0.00
1133.43,0.00
1134.41,0.00
1135.39,7.51
1136.36,0.00
1137.34,0.00
1138.32,0.00
1139.30,11.98
1140.27,4.18
1141.25,0.00
1142.23,0.00
1143.21,6.18
1144.18,0.00
1145.16,2.92
1146.14,4.24
1147.12,11.04
1148.09,0.00
1149.07,0.00
1150.05,0.62
1151.03,4.59
1152.00,0.00
1152.98,14.19
1153.96,0.00
1154.94,7.08
1155.91,5.25
1156.89,0.48
1157.87,0.00
1158.85,5.68
1159.82,11.19
1160.80,5.25
1161.78,13.39
1162.76,0.00
1163.73,11.78
1164.71,6.02
1165.69,0.00
1166.67,15.03
1167.64,5.91
1168.62,0.00
1169.60,10.80
1170.58,4.54
1171.55,9.32
1172.53,7.91
1173.51,0.00
1174.49,0.00
1175.46,2.24
1176.44,11.51
1177.42,1.40
1178.40,4.23
1179.37,2.58
1180.35,0.00
1181.33,0.00
1182.31,0.00
1183.28,12.10
1184.26,15.76
1185.24,0.00
1186.22,9.95
1187.19,0.00
1188.17,0.00
1189.15,3.34
1190.13,13.45
1191.10,0.00
1192.08,0.00
1193.06,0.01
1194.04,0.00
1195.01,0.00
1195.99,0.00
1196.97,11.12
1197.95,0.00
1198.92,8.20
1199.90,0.00
1200.88,0.00
1201.86,5.65
1202.83,0.00
1203.81,0.00
1204.79,0.39
1205.77,0.00
1206.74,0.00
1207.72,0.00
1208.70,0.00
1209.68,0.00
1210.65,7.47
1211.63,16.74
1212.61,1.60
1213.59,9.51
1214.57,12.88
1215.54,0.00
1216.52,3.24
1217.50,0.00
1218.48,5.76
1219.45,9.87
1220.43,0.00
1221.41,0.00
1222.39,4.25
1223.36,9.20
1224.34,8.33
1225.32,5.24
1226.30,0.00
1227.27,2.93
1228.25,2.84
1229.23,0.00
1230.21,0.00
1231.18,9.83
1232.16,4.24
1233.14,6.09
1234.12,0.00
1235.09,7.09
1236.07,0.00
1237.05,0.00
1238.03,7.87
1239.00,9.44
1239.98,0.00
1240.96,0.00
1241.94,4.64
1242.91,0.73
1243.89,0.00
1244.87,1.37
1245.85,0.00
1246.82,2.92
1247.80,6.48
1248.78,0.00
1249.76,0.00
1250.73,3.18
1251.71,0.00
1252.69,0.00
1253.67,0.00
1254.64,0.00
1255.62,9.16
1256.60,9.99
1257.58,0.00
1258.55,0.00
1259.53,3.73
1260.51,2.01
1261.49,11.06
1262.46,0.00
1263.44,0.00
1264.42,8.89
1265.40,0.16
1266.37,1.73
1267.35,9.87
1268.33,0.00
1269.31,17.65
1270.28,6.08
1271.26,5.88
1272.24,2.35
1273.22,0.00
1274.19,0.00
1275.17,0.00
1276.15,0.00
1277.13,0.00
1278.10,3.29
1279.08,0.00
1280.06,0.00
1281.04,0.00
1282.01,0.00
1282.99,3.62
1283.97,3.10
1284.95,0.00
1285.92,0.00
1286.90,0.00
1287.88,2.42
1288.86,1.21
1289.83,0.00
1290.81,8.40
1291.79,0.00
1292.77,0.00
1293.74,4.18
1294.72,1.37
1295.70,8.51
1296.68,0.00
1297.65,0.00
1298.63,0.00
1299.61,0.00
1300.59,0.00
1301.56,0.52
1302.54,0.00
1303.52,0.00
1304.50,3.48
1305.47,0.00
1306.45,0.00
1307.43,5.63
1308.41,0.00
1309.38,17.17
1310.36,0.00
1311.34,0.00
1312.32,0.00
1313.29,1.42
1314.27,0.00
1315.25,3.87
1316.23,0.00
1317.20,8.14
1318.18,11.10
1319.16,0.00
1320.14,0.00
1321.11,9.42
1322.09,0.29
1323.07,3.96
1324.05,13.70
1325.02,0.00
1326.00,0.00
1326.98,0.00
1327.96,0.35
1328.93,0.44
1329.91,2.75
1330.89,1.83
1331.87,0.69
1332.84,0.97
1333.82,0.00
1334.80,2.51
1335.78,2.58
1336.75,3.66
1337.73,0.00
1338.71,0.00
1339.69,5.67
1340.66,3.63
1341.64,7.12
1342.62,7.50
1343.60,0.00
1344.57,0.00
1345.55,0.00
1346.53,0.00
1347.51,1.48
1348.48,3.67
1349.46,7.34
1350.44,0.00
1351.42,0.00
1352.39,0.00
1353.37,0.00
1354.35,5.14
1355.33,0.00
1356.30,5.87
1357.28,0.00
1358.26,0.00
1359.24,17.92
1360.22,3.47
1361.19,0.00
1362.17,3.89
1363.15,0.00
1364.13,9.96
1365.10,6.47
1366.08,0.00
1367.06,0.00
1368.04,0.00
1369.01,0.00
1369.99,13.22
1370.97,0.00
1371.95,14.04
1372.92,0.00
1373.90,0.00
1374.88,0.00
1375.86,0.00
1376.83,10.36
1377.81,4.13
1378.79,8.53
1379.77,0.00
1380.74,0.00
1381.72,1.37
1382.70,0.00
1383.68,3.41
1384.65,9.12
1385.63,2.37
1386.61,0.00
1387.59,0.00
1388.56,7.04
1389.54,0.00
1390.52,0.00
1391.50,9.95
1392.47,0.00
1393.45,1.58
1394.43,3.79
1395.41,5.19
1396.38,0.00
1397.36,0.00
1398.34,0.00
1399.32,8.76
1400.29,1.56
1401.27,2.55
1402.25,0.00
1403.23,0.00
1404.20,0.00
1405.18,5.71
1406.16,1.48
1407.14,8.11
1408.11,20.03
1409.09,0.00
1410.07,5.79
1411.05,0.00
1412.02,0.32
1413.00,0.00
1413.98,0.00
1414.96,3.39
1415.93,0.00
1416.91,10.56
1417.89,2.54
1418.87,0.00
1419.84,0.00
1420.82,0.00
1421.80,5.17
1422.78,0.00
1423.75,0.00
1424.73,3.66
1425.71,0.00
1426.69,0.00
1427.66,1.85
1428.64,26.48
1429.62,14.04
1430.60,0.00
1431.57,4.41
1432.55,0.00
1433.53,0.35
1434.51,1.04
1435.48,0.00
1436.46,7.67
1437.44,4.09
1438.42,1.30
1439.39,0.00
1440.37,0.00
1441.35,17.94
1442.33,0.00
1443.30,0.00
1444.28,0.00
1445.26,13.40
1446.24,0.00
1447.21,2.67
1448.19,2.91
1449.17,0.00
1450.15,1.21
1451.12,2.04
1452.10,3.50
1453.08,4.46
1454.06,0.00
1455.03,0.00
1456.01,0.00
1456.99,0.00
1457.97,3.21
1458.94,4.88
1459.92,4.54
1460.90,0.00
1461.88,0.00
1462.85,0.00
1463.83,0.00
1464.81,0.00
1465.79,4.19
1466.76,0.00
1467.74,7.19
1468.72,0.00
1469.70,0.00
1470.67,0.00
1471.65,4.47
1472.63,5.87
1473.61,0.00
1474.58,2.74
1475.56,0.00
1476.54,0.00
1477.52,0.00
1478.49,3.99
1479.47,0.00
1480.45,0.00
1481.43,0.00
1482.40,0.00
1483.38,0.00
1484.36,15.97
1485.34,16.11
1486.31,0.01
1487.29,0.77
1488.27,1.05
1489.25,0.00
1490.22,9.74
1491.20,5.13
1492.18,0.00
1493.16,7.04
1494.13,4.64
1495.11,9.85
1496.09,0.35
1497.07,0.00
1498.04,1.94
1499.02,15.02
1500.00,0.00
